sim_id	gene	source_model_path
pusdwtfbcs	ENSG00000173218.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000173218.14/ENSG00000173218.14.k20.pi01.gss
nwxjoprmnk	ENSG00000162642.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000162642.13/ENSG00000162642.13.k20.pi01.gss
vyvvkpspfe	ENSG00000165643.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000165643.10/ENSG00000165643.10.k20.pi01.gss
nwjgzkjjti	ENSG00000138686.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000138686.9/ENSG00000138686.9.k20.pi01.gss
moulvkllnf	ENSG00000164970.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000164970.14/ENSG00000164970.14.k20.pi01.gss
wqawuddkvf	ENSG00000166793.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000166793.10/ENSG00000166793.10.k20.pi01.gss
yzhgifbhve	ENSG00000187860.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr22/ENSG00000187860.10/ENSG00000187860.10.k20.pi01.gss
shccmascjz	ENSG00000124207.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr20/ENSG00000124207.16/ENSG00000124207.16.k20.pi01.gss
ykzfktqdfs	ENSG00000072864.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000072864.14/ENSG00000072864.14.k20.pi01.gss
pmgmirkxud	ENSG00000197858.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000197858.10/ENSG00000197858.10.k20.pi01.gss
ckhjxhkkjn	ENSG00000197345.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000197345.12/ENSG00000197345.12.k20.pi01.gss
lhsrexgpnt	ENSG00000242366.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000242366.3/ENSG00000242366.3.k20.pi01.gss
qukfcdwjnq	ENSG00000135040.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000135040.15/ENSG00000135040.15.k20.pi01.gss
rlhtiasjkh	ENSG00000064300.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000064300.8/ENSG00000064300.8.k20.pi01.gss
uujvdaxauo	ENSG00000166595.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000166595.11/ENSG00000166595.11.k20.pi01.gss
spgpcxedad	ENSG00000166428.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr14/ENSG00000166428.12/ENSG00000166428.12.k20.pi01.gss
ayaqdjrhnx	ENSG00000180269.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000180269.7/ENSG00000180269.7.k20.pi01.gss
szciyecgfj	ENSG00000105866.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000105866.13/ENSG00000105866.13.k20.pi01.gss
rtoxskhnuf	ENSG00000187522.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr10/ENSG00000187522.14/ENSG00000187522.14.k20.pi01.gss
qvwzdxfgsj	ENSG00000174576.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000174576.9/ENSG00000174576.9.k20.pi01.gss
vpaogftffc	ENSG00000149488.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr20/ENSG00000149488.12/ENSG00000149488.12.k20.pi01.gss
vwuxuujbsu	ENSG00000161618.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000161618.9/ENSG00000161618.9.k20.pi01.gss
gaakjxjstr	ENSG00000267710.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000267710.6/ENSG00000267710.6.k20.pi01.gss
wgdxjceaku	ENSG00000073169.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr22/ENSG00000073169.13/ENSG00000073169.13.k20.pi01.gss
qhreqeofqr	ENSG00000166851.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000166851.14/ENSG00000166851.14.k20.pi01.gss
svsghlyukn	ENSG00000104859.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000104859.14/ENSG00000104859.14.k20.pi01.gss
